0	0
3.00152E-005	0
6.00296E-005	0
9.00125E-005	0
0.000120027	0
0.000150016	0
0.000180006	0
0.000210016	-43.6564
0.000240024	-45.2307
0.000270019	-46.597
0.000300013	-42.8354
0.000330006	-52.2267
0.000360031	-52.2477
0.000390024	-39.7384
0.000420018	-46.8964
0.000450011	-50.0107
0.000480005	-42.7069
0.00051003	-42.2176
0.000540023	-39.6409
0.000570017	-49.5934
0.00060001	-47.8715
0.000630004	-43.6192
0.000660028	-43.3218
0.000690022	-40.7048
0.000720015	-41.6668
0.000750009	-30.2175
0.000780002	-35.5438
0.000810027	-28.8779
0.000840021	-27.6722
0.000870014	-5.93961
0.000900008	-6.61772
0.000930001	-9.51863
0.000960026	-12.8887
0.000990013	-20.121
0.00102003	-24.4075
0.00105002	-25.5002
0.00108	-15.9108
0.00111002	-19.544
0.00114001	-7.55866
0.00117002	-6.63522
0.00120001	-11.1256
0.00123003	-13.2366
0.00126002	-23.8433
0.00129	-31.7073
0.00132002	-29.9694
0.00135001	-28.0344
0.00138002	-20.7083
0.00141001	-12.4706
0.00144003	-7.98358
0.00147001	-6.48687
0.00150003	-10.427
0.00153002	-21.978
0.00156	-23.2757
0.00159002	-31.9854
0.00162001	-25.7638
0.00165003	-16.9763
0.00168001	-22.0529
0.00171003	-23.0505
0.00174002	-15.7026
0.00177	-15.3868
0.00180002	-17.2061
0.00183001	-22.5393
0.00186002	-19.7807
0.00189001	-13.5797
0.00192003	-19.5934
0.00195001	-20.8587
0.00198003	-16.0985
0.00201002	-11.8772
0.00204	-20.3721
0.00207002	-13.6779
0.00210001	-20.226
0.00213003	-21.8508
0.00216001	-28.2056
0.00219003	-22.2819
0.00222002	-14.7937
0.00225	-17.2656
0.00228002	-11.8022
0.00231001	-16.3579
0.00234002	-13.6365
0.00237001	-18.2554
0.00240003	-21.3633
0.00243001	-11.7515
0.00246003	-11.1149
0.00249002	-11.3616
0.00252	-9.20915
0.00255002	-13.5415
0.00258001	-16.4573
0.00261003	-15.546
0.00264001	-15.4632
0.00267003	-7.27151
0.00270002	-8.10232
0.00273	-16.8111
0.00276002	-10.1942
0.00279001	-10.8125
0.00282002	-13.1443
0.00285001	-16.7374
0.00288003	-14.1937
0.00291001	-14.618
0.00294	-18.9951
0.00297002	-16.6572
0.003	-17.4606
0.00303002	-8.51881
0.00306001	-9.72614
0.00309003	-11.1651
0.00312001	-9.76482
0.00315003	-9.92589
0.00318002	-15.7246
0.00321	-13.7434
0.00324002	-19.7862
0.00327001	-13.1085
0.00330002	-10.0704
0.00333001	-7.83832
0.00336003	-7.46942
0.00339001	-5.80377
0.00342	-11.2407
0.00345002	-14.6082
0.00348	-15.1619
0.00351002	-18.1184
