0	-3.71923
2.99597E-005	-5.63629
5.99194E-005	-7.93822
8.98791E-005	-10.6251
0.000119839	-13.6715
0.000149799	-17.0185
0.000179758	-20.5636
0.000209718	-24.1608
0.000239678	-27.6476
0.000269637	-30.8921
0.000299597	-33.8144
0.000329557	-36.3761
0.000359517	-38.5678
0.000389476	-40.4049
0.000419436	-41.9202
0.000449396	-43.1559
0.000479355	-44.1589
0.000509315	-44.9728
0.000539275	-45.6285
0.000569235	-46.1412
0.000599194	-46.5147
0.000629154	-46.7479
0.000659114	-46.8381
0.000689073	-46.7824
0.000719033	-46.5831
0.000748993	-46.2556
0.000778953	-45.8287
0.000808912	-45.3329
0.000838872	-44.7893
0.000868832	-44.209
0.000898791	-43.5975
0.000928751	-42.9581
0.000958711	-42.295
0.000988671	-41.621
0.00101863	-40.9602
0.00104859	-40.3432
0.00107855	-39.7957
0.00110851	-39.3344
0.00113847	-38.9693
0.00116843	-38.7027
0.00119839	-38.5266
0.00122835	-38.428
0.00125831	-38.3966
0.00128827	-38.425
0.00131823	-38.5085
0.00134819	-38.6463
0.00137815	-38.8372
0.00140811	-39.0718
0.00143807	-39.3329
0.00146803	-39.5994
0.00149799	-39.8491
0.00152795	-40.061
0.00155791	-40.22
0.00158786	-40.3185
0.00161782	-40.356
0.00164778	-40.3363
0.00167774	-40.2636
0.0017077	-40.1406
0.00173766	-39.9684
0.00176762	-39.7475
0.00179758	-39.4779
0.00182754	-39.16
0.0018575	-38.795
0.00188746	-38.3875
0.00191742	-37.9442
0.00194738	-37.4699
0.00197734	-36.9658
0.0020073	-36.4343
0.00203726	-35.8812
0.00206722	-35.3142
0.00209718	-34.7422
0.00212714	-34.1745
0.0021571	-33.6204
0.00218706	-33.0885
0.00221702	-32.5872
0.00224698	-32.1214
0.00227694	-31.6926
0.0023069	-31.3032
0.00233686	-30.9569
0.00236682	-30.6532
0.00239678	-30.3851
0.00242674	-30.1407
0.0024567	-29.9036
0.00248666	-29.6533
0.00251662	-29.3706
0.00254658	-29.0428
0.00257654	-28.6648
0.0026065	-28.24
0.00263645	-27.7816
0.00266641	-27.3119
0.00269637	-26.8555
0.00272633	-26.4321
0.00275629	-26.0533
0.00278625	-25.7249
0.00281621	-25.4513
0.00284617	-25.2368
0.00287613	-25.0836
0.00290609	-24.9908
0.00293605	-24.9538
0.00296601	-24.9644
0.00299597	-25.011
0.00302593	-25.0793
0.00305589	-25.1537
0.00308585	-25.221
0.00311581	-25.2722
0.00314577	-25.3042
0.00317573	-25.317
0.00320569	-25.3066
0.00323565	-25.263
0.00326561	-25.1757
0.00329557	-25.0395
0.00332553	-24.857
0.00335549	-24.6361
0.00338545	-24.3855
0.00341541	-24.1121
0.00344537	-23.8191
0.00347533	-23.5076
0.00350529	-23.1798
0.00353525	-22.8383
0.00356521	-22.4844
0.00359517	-22.1151
0.00362513	-21.7265
